"Nom_bibliotheque","Nom_responsable","Population_residente","Population_contractuelle","Nb_abonnes_actifs","Nb_menages_servis","Nb_points_service","Nb_succursales","Heures_ouverture","Nb_imprimantes_3D","Nb_espaces_creation","Nb_locations_salles","Nb_bibliotheques_ephemeres","Superficie","Nb_postes_publics","Nb_postes_OPAC","Nb_postes_internet","Nb_appareils_pretes","Nb_liseuses","Population_desservie","Ratio_abonnes_population","Imprimantes_3D_1000","Espaces_creation_1000","Postes_internet_1000","Appareils_pretes_1000","Liseuses_1000","Z_Imprimantes_3D","Z_Espaces_creation","Z_Postes_internet","Z_Appareils_pretes","Z_Liseuses","Nb_composantes_indice","Indice_ressources_technologiques"
"The Blue Mountains","Sabrina Saunders",6805,0,4505,7962,2,2,74,0,1,11,25,16500,10,10,10,11,0,6805,0.662013225569434,0,0.14695077149155,1.4695077149155,1.61645848640705,0,-0.236785156647013,-0.0655352390961808,-0.227886427962764,-0.0746267924038681,-0.23838527649273,5,-0.168643778520511
"Thessalon","Norma LeBlanc",1288,0,500,625,1,1,29,0,0,0,0,NA,5,0,5,0,0,1288,0.388198757763975,0,0,3.88198757763975,0,0,-0.236785156647013,-0.119350542858156,-0.0126512718496937,-0.366416952836759,-0.23838527649273,5,-0.19471784013687
"Thessalon FN","Michelle Bouillon",113,0,160,NA,1,1,25,0,0,0,0,878,16,0,16,4,3,113,1.41592920353982,0,0,141.592920353982,35.3982300884956,26.5486725663717,-0.236785156647013,-0.119350542858156,12.2735586868614,6.02338849123669,6.9783105280949,5,4.98382440133756
"Thorold","Joanne DeQuadros",18801,0,2548,8498,1,1,54,0,1,15,0,10700,6,1,5,4,0,18801,0.135524706132653,0,0.0531886601776501,0.265943300888251,0.2127546407106,0,-0.236785156647013,-0.0998721564903966,-0.335265303346522,-0.328012186325387,-0.23838527649273,5,-0.24766401586041
"Thunder Bay","Tina Maronese",107909,1800,23156,50388,4,4,152,1,1,0,0,53500,23,10,13,91,0,109709,0.21106746028129,0.00911502246853039,0.00911502246853039,0.118495292090895,0.829467044636265,0,-0.189976578774923,-0.116012501839641,-0.348420229811368,-0.216688194527488,-0.23838527649273,5,-0.22189655628923
"Timmins","Carole-Ann Demers",41788,0,12950,19695,2,2,105,1,1,0,25,28100,24,22,22,14,0,41788,0.30989757825213,0.0239303149229444,0.0239303149229444,0.526466928304776,0.335024408921221,0,-0.113895277500627,-0.110586947038776,-0.312022065347089,-0.305941025462129,-0.23838527649273,5,-0.21616611836827
"Toronto","Vickery Bowles",2956024,0,683139,1222235,129,100,5697.75,34,24,4,0,1883890,2138,2138,1902,50,0,2956024,0.231100627058508,0.0115019363848196,0.0081190139186962,0.643431853056673,0.0169146123306171,0,-0.177719006584581,-0.116377253260234,-0.301586760071504,-0.363363662271543,-0.23838527649273,5,-0.239486391736118
"Trent Hills","Mary-Jo Mahoney",12900,0,7303,6883,3,3,70.5,0,0,3,0,12103,14,14,14,0,0,12900,0.566124031007752,0,0,1.08527131782946,0,0,-0.236785156647013,-0.119350542858156,-0.262166996347592,-0.366416952836759,-0.23838527649273,5,-0.24462098503645
"Trent Lakes","Stephanie McPherson",5397,0,3136,5643,2,2,52,0,3,0,0,1915,NA,12,11,0,4,5397,0.5810635538262,0,0.555864369093941,2.03816935334445,0,0.741152492125255,-0.236785156647013,0.0842142943293037,-0.177151920946173,-0.366416952836759,-0.0369186281279837,5,-0.146611672845725
"Tudor & Cashel Twp","Leanne Golan",528,0,250,321,1,1,7,0,0,0,0,642,3,0,3,0,0,528,0.473484848484849,0,0,5.68181818181818,0,0,-0.236785156647013,-0.119350542858156,0.147924916599804,-0.366416952836759,-0.23838527649273,5,-0.162602602446971
"Tweed","Shannon Ruttle",6044,0,998,3203,1,1,35,1,0,0,0,5000,10,1,10,9,4,6044,0.165122435473197,0.165453342157512,0,1.65453342157512,1.4890800794176,0.661813368630046,0.6128710759422,-0.119350542858156,-0.211378917382824,-0.0976201238897582,-0.0584852928354606,5,0.0252072397952003
"Tyendinaga Twp","Kristin Farrell",4297,0,742,1631,1,1,28,0,0,0,0,1500,5,1,5,0,2,4297,0.172678612985804,0,0,1.16360251338143,0,0.465441005352572,-0.236785156647013,-0.119350542858156,-0.255178491546514,-0.366416952836759,-0.111864971486384,5,-0.217919223074965
"Uxbridge Twp","Corrinne Morrison",21176,0,4618,8092,2,2,60.5,1,0,0,0,9875,6,6,6,5,0,21176,0.218077068379297,0.0472232716282584,0,0.28333962976955,0.236116358141292,0,0.00572156179694229,-0.119350542858156,-0.333713248292958,-0.323795115899879,-0.23838527649273,5,-0.201904524349356
"Val Rita-Harty Twp","Carole Trottier",762,0,129,330,2,2,40,1,0,0,0,NA,4,0,4,8,0,762,0.169291338582677,1.31233595800525,0,5.249343832021,10.498687664042,0,6.50248291391625,-0.119350542858156,0.109340683988476,1.52872219461809,-0.23838527649273,5,1.55656199463439
"Vaughan","Margie Singleton",329000,0,82880,100631,11,11,778,8,3,0,0,177403,71,15,71,80,0,329000,0.251914893617021,0.0243161094224924,0.00911854103343465,0.21580547112462,0.243161094224924,0,-0.111914098415543,-0.116011213294932,-0.33973846964444,-0.322523456473215,-0.23838527649273,5,-0.225714502864172
"Wahta Mohawk FN","Carol Holmes",154,0,43,NA,1,1,37.5,0,0,0,0,NA,3,0,3,3,3,154,0.279220779220779,0,0,19.4805194805195,19.4805194805195,19.4805194805195,-0.236785156647013,-0.119350542858156,1.37900902804595,3.1500506535608,5.05698242427612,5,1.84598128127554
"Wainfleet Twp","Lorrie Atkinson",6372,0,1534,3228,1,1,43,0,1,0,0,4280,7,1,6,2,6,6372,0.240740740740741,0,0.156936597614564,0.941619585687382,0.313873195229127,0.941619585687382,-0.236785156647013,-0.0618782983352054,-0.274983228918585,-0.309759073428387,0.017574116450899,5,-0.173166328175658
"Wasaga Beach","Pamela Pal",20675,0,5554,13358,5,1,60,0,0,0,31,4500,7,7,7,39,0,20675,0.26863361547763,0,0,0.33857315598549,1.8863361547763,0,-0.236785156647013,-0.119350542858156,-0.328785457258741,-0.0259106337069928,-0.23838527649273,5,-0.189843413392727
"Waterloo City","Laurie Clarke",146010,0,54769,45570,3,3,177.5,1,2,800,0,60120,129,123,107,64,0,146010,0.375104444901034,0.00684884596945415,0.0136976919389083,0.732826518731594,0.438326142045065,0,-0.201614125417856,-0.114334268053687,-0.293611201344771,-0.28729382262044,-0.23838527649273,5,-0.227047738785897
"Waterloo Region","Helen Chimirri-Russell",75190,0,16862,25370,12,10,219,0,6,0,17,26037,47,38,38,0,0,75190,0.224258545019284,0,0.0797978454581726,0.505386354568427,0,0,-0.236785156647013,-0.090127523140089,-0.313902819109722,-0.366416952836759,-0.23838527649273,5,-0.249123545645263
"Wawa","Colleen Abbott",2905,275,393,1279,1,1,20,0,0,0,0,1780,4,4,4,3,0,3180,0.123584905660377,0,0,1.25786163522013,0.943396226415094,0,-0.236785156647013,-0.119350542858156,-0.246768938738424,-0.196122609633858,-0.23838527649273,5,-0.207482504874036
"Welland","Julianne Brunet",52293,0,11944,23323,3,3,141,2,1,0,0,40413,72,9,43,20,0,52293,0.228405331497524,0.0382460367544413,0.0191230183772207,0.822289790220488,0.382460367544413,0,-0.0403794323715193,-0.112347442211793,-0.285629521786396,-0.297378265519116,-0.23838527649273,5,-0.194823987676311
"Wellington County","Rebecca Hine",99200,0,23219,34930,18,14,763,7,24,0,0,98045,92,70,71,203,0,99200,0.2340625,0.0705645161290323,0.241935483870968,0.715725806451613,2.04637096774194,0,0.125586374485894,-0.0307505891242268,-0.295136882256806,0.0029775710584041,-0.23838527649273,5,-0.0871417604658929
"West Grey Twp","Kim Storz",12518,0,1001,5852,3,3,62,0,0,0,0,5100,6,0,6,1,3,12518,0.0799648506151142,0,0,0.479309793896789,0.0798849656494648,0.239654896948394,-0.236785156647013,-0.119350542858156,-0.316229301785815,-0.351996757614274,-0.173240155393641,5,-0.23952038285978
"West Lincoln Twp","Vanessa Holm",14500,0,1105,5448,3,3,79,0,0,0,0,21073,20,5,15,11,1,14500,0.0762068965517241,0,0,1.03448275862069,0.758620689655172,0.0689655172413793,-0.236785156647013,-0.119350542858156,-0.266698219028022,-0.229476812026702,-0.2196384575061,5,-0.214389837613199
"West Nipissing","Emelie Bisaillon",11809,0,2630,7908,5,5,95,0,1,0,0,15674,15,2,15,0,5,11809,0.222711491235498,0,0.0846811753747142,1.27021763062071,0,0.423405876873571,-0.236785156647013,-0.0883391835474402,-0.245666569081347,-0.366416952836759,-0.12329133318418,5,-0.212099839059348
"West Perth","Rosemary Minnella",8865,0,2647,3616,1,1,54,0,0,23,0,10900,6,2,4,0,0,8865,0.298589960518895,0,0,0.451212633953751,0,0,-0.236785156647013,-0.119350542858156,-0.318736057054581,-0.366416952836759,-0.23838527649273,5,-0.255934797177848
"Westport","Pamela Stuffles",590,0,339,386,1,1,19,0,0,18,1,1728,3,3,3,4,0,590,0.574576271186441,0,0,5.08474576271186,6.77966101694915,0,-0.236785156647013,-0.119350542858156,0.0946556738911667,0.857393242384087,-0.23838527649273,5,0.071505588055471
"Whitby","Rhonda Jessup",137300,0,51587,44770,3,3,104,3,0,0,0,68000,100,30,70,89,0,137300,0.375724690458849,0.021849963583394,0,0.509832483612527,0.648215586307356,0,-0.124578552063564,-0.119350542858156,-0.313506147082033,-0.249406258461219,-0.23838527649273,5,-0.20904535539154
"Whitchurch-Stouffville","Margaret Wallace",30705,0,15734,16561,1,1,45.5,2,2,1226,0,32000,21,4,15,10,0,30705,0.512424686533138,0.0651359713401726,0.0651359713401726,0.488519785051295,0.325679856700863,0,0.0977090475392238,-0.0954968941299199,-0.315407610415633,-0.307627829307993,-0.23838527649273,5,-0.171841712561411
"White River Twp","Janet Ramage",645,0,223,411,1,1,16,0,1,6,0,1636,12,8,8,0,0,645,0.345736434108527,0,1.55038759689922,12.4031007751938,0,0,-0.236785156647013,0.448421770475549,0.747580205175623,-0.366416952836759,-0.23838527649273,5,0.070882917934934
"Whitefish River FN","Evelyn Jacko",416,0,91,NA,2,2,60,0,0,0,0,745,6,0,6,0,0,416,0.21875,0,0,14.4230769230769,0,0,-0.236785156647013,-0.119350542858156,0.927797204393742,-0.366416952836759,-0.23838527649273,5,-0.00662814488818327
"Whitestone-Hagerman Memorial","Eva Fincham",821,0,561,1924,1,1,27,0,1,10,0,2500,5,5,5,17,5,821,0.683313032886724,0,1.21802679658952,6.09013398294762,20.7064555420219,6.09013398294762,-0.236785156647013,0.326706877483183,0.184353786559484,3.37134682854725,1.41708899455559,5,1.0125422660997
"Whitewater Region","Debbi McLaughlin",5681,0,1846,3549,3,3,42,0,0,0,0,2838,9,9,9,0,3,5681,0.324942791762014,0,0,1.58422812885055,0,0.528076042950185,-0.236785156647013,-0.119350542858156,-0.217651372083465,-0.366416952836759,-0.0948389596614676,5,-0.207008596817372
"Windsor","Kitty Pope",224134,0,89697,99325,10,10,524,7,1,0,5,103887,82,8,70,46,0,224134,0.400193634165276,0.0312313169800209,0.00446161671143156,0.312313169800209,0.205234368725851,0,-0.076402279045291,-0.117716640183415,-0.33112830468037,-0.329369685690438,-0.23838527649273,5,-0.218600437218449
"Wollaston","Kelly Veenstra",670,0,311,791,1,1,16,0,0,0,0,768,2,2,2,0,0,670,0.464179104477612,0,0,2.98507462686567,0,0,-0.236785156647013,-0.119350542858156,-0.0926715041270727,-0.366416952836759,-0.23838527649273,5,-0.210721886592346
"Woodstock","David Harvie",40902,0,10825,18347,1,1,49.5,0,1,1,0,24200,23,5,17,0,2,40902,0.264656984988509,0,0.0244486822160286,0.415627597672485,0,0.0488973644320571,-0.236785156647013,-0.110397114123614,-0.321910861104816,-0.366416952836759,-0.22509356091373,5,-0.252120729125186
